id,source,target,relation,source_text
E912,P268,L277,TRAVEL,"。君子曰：「有威、有恩、有禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E913,E285,P166,HAS_SUBJECT,"禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E914,E285,L277,AT_LOCATION,"禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E915,P166,L277,TRAVEL,"禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E916,E286,P167,HAS_SUBJECT,"神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E917,E286,L277,AT_LOCATION,"神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E918,P167,L277,TRAVEL,"神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位下粟田朝臣真人自唐國至。初至唐時，有人來問曰：「何處使人？」答曰：「日本國使。」唐人謂使曰：「承聞海東有大倭國，謂之君子國，人民豊樂，禮敦"
E919,E287,G020,HAS_SUBJECT,"吊先皇喪，献彌陀、觀音、勢至三銅像及珍物。於是，召新羅使，責其緩而違禮也，乃以献物還之。新羅使大懼，求法聰、智等從新羅使而歸。新羅使乞救於聰、智二比丘，奏恕。六月，詔大宰府賜布帛於二比丘，而勞新羅使。君子曰：「有威、有恩、有禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。"
E920,E288,L302,HAS_SUBJECT,"羅使，責其緩而違禮也，乃以献物還之。新羅使大懼，求法聰、智等從新羅使而歸。新羅使乞救於聰、智二比丘，奏恕。六月，詔大宰府賜布帛於二比丘，而勞新羅使。君子曰：「有威、有恩、有禮乎？」因此留新羅献物。

同七年
三月，辨通、神睿二比丘赴新羅。

文武皇帝四年
二月，道慈赴唐。

大寶三年
釋智鳳入唐。

慶雲元年
秋七月，正四位"
E921,E290,L309,HAS_SUBJECT,"倍朝臣津嶋。西海道判官佐宿祢東人並授外從五位下。
九月辛丑朔。賑給和泉監佰姓。
甲辰。遣使于近江。丹波。播磨。備中等國。爲遣唐使造舶四艘。
乙巳。以正五位上中朝臣廣見爲神祇伯。正五位下高橋朝臣安麻呂爲右中弁。從五位上縣犬養宿祢石次爲少弁。外從五位下箭集宿祢虫麻呂爲大判事。正五位上佐伯宿祢豊人爲左京亮。正五位下石川朝臣枚夫爲造難波宮"
E922,E290,G006,AT_LOCATION,"倍朝臣津嶋。西海道判官佐宿祢東人並授外從五位下。
九月辛丑朔。賑給和泉監佰姓。
甲辰。遣使于近江。丹波。播磨。備中等國。爲遣唐使造舶四艘。
乙巳。以正五位上中朝臣廣見爲神祇伯。正五位下高橋朝臣安麻呂爲右中弁。從五位上縣犬養宿祢石次爲少弁。外從五位下箭集宿祢虫麻呂爲大判事。正五位上佐伯宿祢豊人爲左京亮。正五位下石川朝臣枚夫爲造難波宮"
E923,L309,G006,PARTICIPATE,"倍朝臣津嶋。西海道判官佐宿祢東人並授外從五位下。
九月辛丑朔。賑給和泉監佰姓。
甲辰。遣使于近江。丹波。播磨。備中等國。爲遣唐使造舶四艘。
乙巳。以正五位上中朝臣廣見爲神祇伯。正五位下高橋朝臣安麻呂爲右中弁。從五位上縣犬養宿祢石次爲少弁。外從五位下箭集宿祢虫麻呂爲大判事。正五位上佐伯宿祢豊人爲左京亮。正五位下石川朝臣枚夫爲造難波宮"
E924,E291,P048,HAS_SUBJECT,"明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸"
E925,E291,L108,AT_LOCATION,"明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸"
E926,P048,L108,TRAVEL,"明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸"
E927,E292,P048,HAS_SUBJECT,六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E928,E292,L263,AT_LOCATION,六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E929,P048,L263,TRAVEL,六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E930,E293,P207,HAS_SUBJECT,"問道。蕚再入支那，乞蘇州開元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本"
E931,E293,L012,AT_LOCATION,"問道。蕚再入支那，乞蘇州開元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本"
E932,P207,L012,TRAVEL,"問道。蕚再入支那，乞蘇州開元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本"
E933,E294,P150,HAS_SUBJECT,"元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又"
E934,E294,L108,AT_LOCATION,"元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又"
E935,P150,L108,TRAVEL,"元寺沙門契元勒事刻琬玦，題曰：「日本國首傳禪宗記」，附舶寄來。

仁明天皇
承和初，釋真濟奉勑入唐。

承和五年
釋惠運入唐。
六月二十二日，釋圓仁從大使尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又"
E936,E295,P048,HAS_SUBJECT,尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E937,E295,L257,AT_LOCATION,尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E938,P048,L257,TRAVEL,尚書右丞藤常嗣上第一舶。七月二日，着唐國楊州海陵縣，則文宗開成三年也。仁出帝京，歷鄭、密二州，到登州押新羅使張詠宅。初，漂着登州時，詠以嘗來日本，受國恩，待仁甚厚，至此又能慰勞。其年春，唐商船從越州赴日本，風濤漂逸，返登州界。至秋又發，適聞仁歸，歸
E939,E296,L045,AT_LOCATION,"答謝。但渤海國使。皆悉下馬。再拜舞踏。今領唐客。准據何例者。進退之礼。行列之次。具載別式。今下使所。宜據此式勿以違失。」授遣唐副使從五位下大神朝臣末足正五位下。判官正六位上小野朝臣滋野。從六位上大伴宿祢繼人並從五位下。録事正六位上上毛野公大川外從五位下。
乙未。授女孺无位甘南備眞人久部從五位下。
丁酉。授外從五位下羽栗臣翼從五位下。正六"
E940,E297,L045,AT_LOCATION,"答謝。但渤海國使。皆悉下馬。再拜舞踏。今領唐客。准據何例者。進退之礼。行列之次。具載別式。今下使所。宜據此式勿以違失。」授遣唐副使從五位下大神朝臣末足正五位下。判官正六位上小野朝臣滋野。從六位上大伴宿祢繼人並從五位下。録事正六位上上毛野公大川外從五位下。
乙未。授女孺无位甘南備眞人久部從五位下。
丁酉。授外從五位下羽栗臣翼從五位下。正六"
E941,E298,P176,HAS_SUBJECT,"聖，慧慈亦聖也。」
是歳，新羅遣奈末伊彌買朝貢，仍以表書奏使旨。凡新羅上表，盖始起于此時歟。

卅一年
秋七月，新羅遣大使奈末智洗爾、任那遣達率奈末智，並來朝，仍貢佛像一具，及金塔并舍利，且大觀頂幡一具、小幡十二條。即佛像居於葛野秦寺，以餘舍利、"
E942,E299,C006,HAS_SUBJECT,調。其來久矣。改稱土毛。其義安在。對言。便以附貢。故不稱調。至是。遣左大史外從五位下堅部使主人主。宣告初正等曰。前使貞卷歸國之日。所仰之政。曾無申報。今亦徒持私事參來。所以。此度不預賓礼。自今以後。宜如前仰。令可申事人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗
E943,E299,C007,AT_LOCATION,調。其來久矣。改稱土毛。其義安在。對言。便以附貢。故不稱調。至是。遣左大史外從五位下堅部使主人主。宣告初正等曰。前使貞卷歸國之日。所仰之政。曾無申報。今亦徒持私事參來。所以。此度不預賓礼。自今以後。宜如前仰。令可申事人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗
E944,C006,C007,TRAVEL,調。其來久矣。改稱土毛。其義安在。對言。便以附貢。故不稱調。至是。遣左大史外從五位下堅部使主人主。宣告初正等曰。前使貞卷歸國之日。所仰之政。曾無申報。今亦徒持私事參來。所以。此度不預賓礼。自今以後。宜如前仰。令可申事人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗
E945,E301,L168,HAS_SUBJECT,"人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗賜。宜知之。賜國王祿■廿五疋。絲一百■。綿二百五十屯。大使金初正已下各有差。」授從六位下津守宿祢夜須賣從五位下。
癸酉。以從五位下山口忌寸沙"
E946,E301,L046,AT_LOCATION,"人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗賜。宜知之。賜國王祿■廿五疋。絲一百■。綿二百五十屯。大使金初正已下各有差。」授從六位下津守宿祢夜須賣從五位下。
癸酉。以從五位下山口忌寸沙"
E947,L168,L046,PARTICIPATE,"人入朝者。待之如常。宜以此状。告汝國王知。但進唐國消息。并在唐我使藤原朝臣河清等書。嘉其勤勞。仰大宰府安置饗賜。宜知之。賜國王祿■廿五疋。絲一百■。綿二百五十屯。大使金初正已下各有差。」授從六位下津守宿祢夜須賣從五位下。
癸酉。以從五位下山口忌寸沙"
E948,E302,P294,HAS_SUBJECT,正等言。在唐大使藤原河清。學生朝衡等。属宿衛王子金隱居歸郷。附書送於郷親。是以。國王差初正等。令送河清等書。又因使次。便貢土毛。又問。新羅貢調。其來久矣。改稱土毛。其義安在。對言。便以附貢。故不稱調。至是。遣左大史外從五位下堅部使主人主。宣告初正等
E949,E303,G024,HAS_SUBJECT,"今其寺内東南隅數十片破石是也。
庚申。車駕行幸由義宮。
三月丙寅。車駕臨博多川。以宴遊焉。▼是日。百官文人及大學生等各上曲水之詩。
丁夘。初問新羅使來由之日。金初正等言。在唐大使藤原河清。學生朝衡等。属宿衛王子金隱居歸郷。附書送於郷親。是以。國王差初正等。令送河清等書。又因使次。便貢土毛。又問。新羅貢調。其來久矣。改稱土毛。其"
E950,E303,L036,AT_LOCATION,"今其寺内東南隅數十片破石是也。
庚申。車駕行幸由義宮。
三月丙寅。車駕臨博多川。以宴遊焉。▼是日。百官文人及大學生等各上曲水之詩。
丁夘。初問新羅使來由之日。金初正等言。在唐大使藤原河清。學生朝衡等。属宿衛王子金隱居歸郷。附書送於郷親。是以。國王差初正等。令送河清等書。又因使次。便貢土毛。又問。新羅貢調。其來久矣。改稱土毛。其"
E951,G024,L036,PARTICIPATE,"今其寺内東南隅數十片破石是也。
庚申。車駕行幸由義宮。
三月丙寅。車駕臨博多川。以宴遊焉。▼是日。百官文人及大學生等各上曲水之詩。
丁夘。初問新羅使來由之日。金初正等言。在唐大使藤原河清。學生朝衡等。属宿衛王子金隱居歸郷。附書送於郷親。是以。國王差初正等。令送河清等書。又因使次。便貢土毛。又問。新羅貢調。其來久矣。改稱土毛。其"
E952,E307,P285,HAS_SUBJECT,"不願公途。偏求苟存。泛船無人。何以能濟。奉使之道。豈其然乎。宜加科責。以峻懲沮。
甲申。地震。
丁亥。常陸国人生部連廣成特授從八位下。以出私物。屡救貧民也。
己丑。"
E953,E308,L005,HAS_SUBJECT,向南立。佛[A32]菩薩手印容貌。與第二層像各異。粉壁內面。畫諸尊曼茶羅。填色未了。是亦不空三藏為國所造。瞻禮已畢。下閣到普賢道場。見經藏閣。大藏經六千餘卷。惣是紺碧紙金銀字。白檀玉牙之軸。看願主題。云鄭道覺。長安人也。大曆十四年五月十四日。巡五臺。親見大聖一萬[A33]菩薩及金色世界。遂發心。寫金銀字大藏經六千卷(云々)。亦有畫脚迹千輻輪相。并書跡之根申云。貞觀年中。太宗皇帝送
E954,E308,P161,AT_LOCATION,向南立。佛[A32]菩薩手印容貌。與第二層像各異。粉壁內面。畫諸尊曼茶羅。填色未了。是亦不空三藏為國所造。瞻禮已畢。下閣到普賢道場。見經藏閣。大藏經六千餘卷。惣是紺碧紙金銀字。白檀玉牙之軸。看願主題。云鄭道覺。長安人也。大曆十四年五月十四日。巡五臺。親見大聖一萬[A33]菩薩及金色世界。遂發心。寫金銀字大藏經六千卷(云々)。亦有畫脚迹千輻輪相。并書跡之根申云。貞觀年中。太宗皇帝送
E955,L005,P161,TRAVEL,向南立。佛[A32]菩薩手印容貌。與第二層像各異。粉壁內面。畫諸尊曼茶羅。填色未了。是亦不空三藏為國所造。瞻禮已畢。下閣到普賢道場。見經藏閣。大藏經六千餘卷。惣是紺碧紙金銀字。白檀玉牙之軸。看願主題。云鄭道覺。長安人也。大曆十四年五月十四日。巡五臺。親見大聖一萬[A33]菩薩及金色世界。遂發心。寫金銀字大藏經六千卷(云々)。亦有畫脚迹千輻輪相。并書跡之根申云。貞觀年中。太宗皇帝送
E956,E309,P120,HAS_SUBJECT,"云云〉。此亦師安、廣忠、信俊、師遠、廣宗五人同所勘也。

同十年
十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊"
E957,E309,L320,AT_LOCATION,"云云〉。此亦師安、廣忠、信俊、師遠、廣宗五人同所勘也。

同十年
十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊"
E958,P120,L320,TRAVEL,"云云〉。此亦師安、廣忠、信俊、師遠、廣宗五人同所勘也。

同十年
十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊"
E959,E310,P121,HAS_SUBJECT,"十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊先皇喪，献彌陀、觀音、勢至三銅像及珍物。於是，召新羅使，責其"
E960,E310,P081,AT_LOCATION,"十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊先皇喪，献彌陀、觀音、勢至三銅像及珍物。於是，召新羅使，責其"
E961,P121,P081,PARTICIPATE,"十一月，唐務悰來，釋道旻從之。

天武天皇七年
釋定惠伴百濟使而至。
《唐録》曰：則天長安三年，日本國遣其大臣朝臣真人來貢方物。因言其國近日所出，故号曰日本國。

同十四年
沙門觀常、雲觀二比丘從國使歸。

持統皇帝元年
沙門智隆至自新羅。

同三年
四月，新羅王吊先皇喪，献彌陀、觀音、勢至三銅像及珍物。於是，召新羅使，責其"
E962,E312,C013,AT_LOCATION,"入唐求法巡禮行記卷一

卷二

→

〈入唐求法巡禮行記卷第一〉
承和五年。六月十三日午時。第一第四兩舶。諸使駕舶。緣無順風。停宿三箇日。
十七日夜半。得嵐風上帆搖艫行。巳時到志賀嶋東海。為无信風。五箇日停宿"
E963,E313,P171,HAS_SUBJECT,"、是即行賀法師之筆削也。又写得持来聖教要文五百余巻、聖朝綵壽、授位僧綱。
乙丑。賜遣唐使彩帛、各有差。
己巳。遣"
E964,E313,P272,HAS_OBJECT,"、是即行賀法師之筆削也。又写得持来聖教要文五百余巻、聖朝綵壽、授位僧綱。
乙丑。賜遣唐使彩帛、各有差。
己巳。遣"
E965,E313,L033,AT_LOCATION,"、是即行賀法師之筆削也。又写得持来聖教要文五百余巻、聖朝綵壽、授位僧綱。
乙丑。賜遣唐使彩帛、各有差。
己巳。遣"
E966,P171,P272,PARTICIPATE,"、是即行賀法師之筆削也。又写得持来聖教要文五百余巻、聖朝綵壽、授位僧綱。
乙丑。賜遣唐使彩帛、各有差。
己巳。遣"
E967,P171,L033,PARTICIPATE,"、是即行賀法師之筆削也。又写得持来聖教要文五百余巻、聖朝綵壽、授位僧綱。
乙丑。賜遣唐使彩帛、各有差。
己巳。遣"
E968,E314,P255,HAS_OBJECT,"位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使"
E969,E314,L029,AT_LOCATION,"位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使"
E970,E315,P272,HAS_SUBJECT,"使參議常嗣。副使篁。命五位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅"
E971,E315,P106,HAS_OBJECT,"使參議常嗣。副使篁。命五位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅"
E972,E315,L027,AT_LOCATION,"使參議常嗣。副使篁。命五位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅"
E973,P272,P106,PARTICIPATE,"使參議常嗣。副使篁。命五位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅"
E974,P272,L027,PARTICIPATE,"使參議常嗣。副使篁。命五位以上賦春晩陪餞入唐使之題。日暮群臣献詩。副使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅"
E975,E316,P255,HAS_SUBJECT,"從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五"
E976,E316,L132,HAS_OBJECT,"從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五"
E977,E316,L031,AT_LOCATION,"從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五"
E978,P255,L132,PARTICIPATE,"從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五"
E979,P255,L031,PARTICIPATE,"從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五"
E980,E317,L025,AT_LOCATION,"使同亦献之。但大使醉而退出。
丙子。遣唐使朝拜。』豊後國人外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使"
E981,E318,P255,HAS_OBJECT,"外從五位下吉弥侯龍麻呂賜姓貞道連。』授内舍人正六位上和朝臣豊永從五位下。
戊寅。賜入唐使節刀。大臣口宣。詞同去年。大使進賜節刀。■當于左肩退出。副使趨在大使前。相連而退。
壬午。遣唐大使藤原朝臣常嗣出自鴻臚。發向大宰府。
癸未。美濃國言。二月廿五日兵庫"
