id,source,target,relation,source_text
E522,E084,P224,HAS_SUBJECT,承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E523,E084,L279,AT_LOCATION,承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E524,P224,L279,TRAVEL,承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E525,E085,L306,HAS_SUBJECT,嘉島那留浦。而船主李處人等。弃唐來舊船。便採島裏楠木。更新織作船舶。三箇月日。其功巳訖。秋八月二十四日午後。上帆過太陽海入唐。〈得正東風六箇日夜法〔流歟〕著大唐温州樂城縣玉留鎭府前頭。〉經五箇年。巡禮求學。承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔
E526,E085,L131,AT_LOCATION,嘉島那留浦。而船主李處人等。弃唐來舊船。便採島裏楠木。更新織作船舶。三箇月日。其功巳訖。秋八月二十四日午後。上帆過太陽海入唐。〈得正東風六箇日夜法〔流歟〕著大唐温州樂城縣玉留鎭府前頭。〉經五箇年。巡禮求學。承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔
E527,L306,L131,TRAVEL,嘉島那留浦。而船主李處人等。弃唐來舊船。便採島裏楠木。更新織作船舶。三箇月日。其功巳訖。秋八月二十四日午後。上帆過太陽海入唐。〈得正東風六箇日夜法〔流歟〕著大唐温州樂城縣玉留鎭府前頭。〉經五箇年。巡禮求學。承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔
E528,E086,L279,AT_LOCATION,。承和十四年。卽大唐大中二年〈歳次丁卯〉夏六月二十二日。乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E529,E087,L314,AT_LOCATION,乗唐張支信元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E530,E088,L314,AT_LOCATION,元浄等之船。從明州望海鎭頭上帆。〈得西南風三箇日夜。纔歸著遠値嘉島那留浦。纔入浦口。風卽止。學船歎云奇快。〉旋歸本朝。其取來儀軌經論佛像祖師像曼荼羅道
E531,E090,L047,HAS_SUBJECT,"審到處。即量風勢。定着新羅。仍遣兵部省少丞正六位上大伴宿禰岑萬里等尋訪。若有漂着。宜隨事資給。令得還郷。不到彼堺。冀遣使入唐。訪覓具報。
壬辰。遊獵北野。
癸巳。丹波国言。依格。差勳位衛護府庫。而白丁之徭。唯卅日。勳位所直。百□日。有位白丁。勞逸不均者。制。宜以白丁爲健兒。
甲午。"
E532,E091,L047,HAS_SUBJECT,"宿禰岑萬里於新羅国。太政官牒曰。遣使唐国。脩聘之状。去年令大宰府送消息訖。時無風信。遂變炎凉。去七月初。四船入海。而兩船遭風漂廻。二船未審到處。即量風勢。定着新羅。仍遣兵部省少丞正六位上大伴宿禰岑萬里等尋訪。若有漂着。宜隨事資給。令得還郷。不到彼堺。冀遣使入唐。訪覓具報。
壬辰。遊獵北野。
癸巳。丹波国言。依格。差勳位衛護"
E533,E092,L047,HAS_SUBJECT,"岑萬里於新羅国。太政官牒曰。遣使唐国。脩聘之状。去年令大宰府送消息訖。時無風信。遂變炎凉。去七月初。四船入海。而兩船遭風漂廻。二船未審到處。即量風勢。定着新羅。仍遣兵部省少丞正六位上大伴宿禰岑萬里等尋訪。若有漂着。宜隨事資給。令得還郷。不到彼堺。冀遣使入唐。訪覓具報。
壬辰。遊獵北野。
癸巳。丹波国言。依格。差勳位衛護府庫"
E534,E093,L047,HAS_SUBJECT,"。去七月初。四船入海。而兩船遭風漂廻。二船未審到處。即量風勢。定着新羅。仍遣兵部省少丞正六位上大伴宿禰岑萬里等尋訪。若有漂着。宜隨事資給。令得還郷。不到彼堺。冀遣使入唐。訪覓具報。
壬辰。遊獵北野。
癸巳。丹波国言。依格。差勳位衛護府庫。而白丁之徭。唯卅日。勳位所直。百□日。有位白丁。勞逸不均者。制。宜以白丁爲健兒。
甲午"
E535,E094,P306,HAS_SUBJECT,養老二年歸朝。是時釋門之秀者唯法師及神叡法師二人而已。著述愚志一卷論僧尼之事。其略曰。今察日本素緇行佛法軌模全異大唐道俗傳聖教法則。若順經典。能護國土。如違憲章。不利人民。一國佛法。万家修善。何用虚設。豈不愼乎。
E536,E095,P139,HAS_SUBJECT,"定、永伝聖朝。山林精進、遠勧塵劫。許之。
（『類聚国史』一七九諸宗・『日本紀略』）癸亥。伝灯大法師位最澄卒。云々。延暦末入唐請益。皇太子■事陸淳左降台州刺史。会屈天台宗道■和尚為"
E537,E095,L014,AT_LOCATION,"定、永伝聖朝。山林精進、遠勧塵劫。許之。
（『類聚国史』一七九諸宗・『日本紀略』）癸亥。伝灯大法師位最澄卒。云々。延暦末入唐請益。皇太子■事陸淳左降台州刺史。会屈天台宗道■和尚為"
E538,P139,L014,TRAVEL,"定、永伝聖朝。山林精進、遠勧塵劫。許之。
（『類聚国史』一七九諸宗・『日本紀略』）癸亥。伝灯大法師位最澄卒。云々。延暦末入唐請益。皇太子■事陸淳左降台州刺史。会屈天台宗道■和尚為"
E539,E096,P235,HAS_SUBJECT,"。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓。欽茂忝繼祖業。濫惣如始。義洽情深。毎脩隣好。今"
E540,E096,P247,AT_LOCATION,"。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓。欽茂忝繼祖業。濫惣如始。義洽情深。毎脩隣好。今"
E541,P235,P247,TRAVEL,"。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓。欽茂忝繼祖業。濫惣如始。義洽情深。毎脩隣好。今"
E542,E097,L076,HAS_SUBJECT,"歸唐國。逢本朝學生阿倍仲滿。便奏得入朝。請取渤海路歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎"
E543,E097,L263,AT_LOCATION,"歸唐國。逢本朝學生阿倍仲滿。便奏得入朝。請取渤海路歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎"
E544,L076,L263,TRAVEL,"歸唐國。逢本朝學生阿倍仲滿。便奏得入朝。請取渤海路歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎"
E545,E098,L251,HAS_SUBJECT,"歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓"
E546,E098,P247,AT_LOCATION,"歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓"
E547,L251,P247,TRAVEL,"歸朝。天子許之。給船粮發遣。十年三月。從登州入海。五月到渤海界。適遇其王大欽茂差使。欲聘我朝。即時同發。及渡沸海。渤海一船遇浪傾覆。大使胥要徳等■人沒死。廣成等率遣衆。到著出羽國。
十二月戊辰。渤海使己珎蒙等拜朝。上其王啓并方物。其詞曰。欽茂啓。山河杳絶。國土夐遥。佇望風猷。唯増傾仰。伏惟。天皇聖叡。至徳遐暢。奕葉重光。澤流萬姓"
E548,E099,P110,HAS_SUBJECT,故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E549,E099,L222,AT_LOCATION,故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E550,P110,L222,TRAVEL,故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E551,E101,P168,HAS_SUBJECT,礼。故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E552,E101,L222,AT_LOCATION,礼。故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E553,P168,L222,TRAVEL,礼。故書曰。人有礼則安、無礼則危。経曰。人能行礼、得生天上。是知、内経外書、以礼存立。故祖師法印大和尚位最澄、延暦末年、奉使入唐、求法事訖、臨廻請於当州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂
E554,E102,P168,HAS_SUBJECT,刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂法門龍象、青蓮出池者。然則、西朝重我国家、稱為礼儀之郷。当寺法主大比叡小比叡両明神、陰陽不測、造化
E555,E102,L222,AT_LOCATION,刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂法門龍象、青蓮出池者。然則、西朝重我国家、稱為礼儀之郷。当寺法主大比叡小比叡両明神、陰陽不測、造化
E556,P168,L222,LEARN,刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂法門龍象、青蓮出池者。然則、西朝重我国家、稱為礼儀之郷。当寺法主大比叡小比叡両明神、陰陽不測、造化
E557,E103,P168,HAS_SUBJECT,州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂法門龍象、青蓮出池者。然則、西朝重我国家、稱為礼儀之郷。当寺法主大比叡小比叡両明神、陰陽不測、造化
E558,E103,L222,AT_LOCATION,州公憑、且明州朝議郎使持節明州諸軍事守明州刺史上国柱■陽鄭審判則批判求法目録稱。最澄闍梨、性稟生知之才、来自礼儀之国。南登五台之嶺、窮智者之法門、西泛鏡湖之水、探潅頂之神秘。可謂法門龍象、青蓮出池者。然則、西朝重我国家、稱為礼儀之郷。当寺法主大比叡小比叡両明神、陰陽不測、造化
E559,E104,G018,AT_LOCATION,衙官、酋長等。及瑀回，可汗獻馬五百匹、貂裘、白疊。八月，迴紇使王子骨啜特勤及宰相帝德等驍將三千人助國討逆。肅宗嘉其遠至，賜宴，命隨朔方行營使僕固懷恩押之。九月甲申，迴紇使大首領蓋將等謝公主下降，兼奏破堅昆五萬人，
E560,E105,P030,HAS_SUBJECT,"人粟田家繼到此寺。定畫佛處。
卅日早朝於迦毘羅神堂裏。始畫妙見[A8]菩薩四天王像。
十二月二日。本國留後官。為令惟正等受戒。更帖相"
E561,E105,L056,AT_LOCATION,"人粟田家繼到此寺。定畫佛處。
卅日早朝於迦毘羅神堂裏。始畫妙見[A8]菩薩四天王像。
十二月二日。本國留後官。為令惟正等受戒。更帖相"
E562,P030,L056,LEARN,"人粟田家繼到此寺。定畫佛處。
卅日早朝於迦毘羅神堂裏。始畫妙見[A8]菩薩四天王像。
十二月二日。本國留後官。為令惟正等受戒。更帖相"
E563,E106,P112,HAS_SUBJECT,五月於延暦寺。始修潅頂。官給一千僧供料。用内藏寮物。勅遣參議從四位下守右大弁伴宿祢善男検校。而飮誓水者一千餘人。同年七月詔以圓仁爲内供奉十禪師。三年三月天皇崩。四月皇太子即皇帝位。圓仁上奏言。除災致福。熾盛光華佛頂。是爲最
E564,E106,L161,AT_LOCATION,五月於延暦寺。始修潅頂。官給一千僧供料。用内藏寮物。勅遣參議從四位下守右大弁伴宿祢善男検校。而飮誓水者一千餘人。同年七月詔以圓仁爲内供奉十禪師。三年三月天皇崩。四月皇太子即皇帝位。圓仁上奏言。除災致福。熾盛光華佛頂。是爲最
E565,P112,L161,LEARN,五月於延暦寺。始修潅頂。官給一千僧供料。用内藏寮物。勅遣參議從四位下守右大弁伴宿祢善男検校。而飮誓水者一千餘人。同年七月詔以圓仁爲内供奉十禪師。三年三月天皇崩。四月皇太子即皇帝位。圓仁上奏言。除災致福。熾盛光華佛頂。是爲最
E566,E107,P256,HAS_SUBJECT,"從四位上藤原朝臣御楯第。宴飮。授御楯正四位上。其室從四位下。藤原惠美朝臣兒從正四位下。
甲子。迎藤原河清使高元度等至自唐國。初元度奉使之日。取渤海道。隨賀正使揚方慶等。往於唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。"
E567,E107,L190,AT_LOCATION,"從四位上藤原朝臣御楯第。宴飮。授御楯正四位上。其室從四位下。藤原惠美朝臣兒從正四位下。
甲子。迎藤原河清使高元度等至自唐國。初元度奉使之日。取渤海道。隨賀正使揚方慶等。往於唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。"
E568,P256,L190,TRAVEL,"從四位上藤原朝臣御楯第。宴飮。授御楯正四位上。其室從四位下。藤原惠美朝臣兒從正四位下。
甲子。迎藤原河清使高元度等至自唐國。初元度奉使之日。取渤海道。隨賀正使揚方慶等。往於唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。"
E569,E108,P028,HAS_SUBJECT,唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。元度宜取南路先歸復命。即令中謁者謝時和押領元度等向蘇州。与刺史李■平章。造船一隻長八丈。并差押水手官越州浦陽府折衝賞紫金魚袋沈惟岳等九人水
E570,E108,L081,AT_LOCATION,唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。元度宜取南路先歸復命。即令中謁者謝時和押領元度等向蘇州。与刺史李■平章。造船一隻長八丈。并差押水手官越州浦陽府折衝賞紫金魚袋沈惟岳等九人水
E571,P028,L081,TRAVEL,唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有内使。宣勅曰。特進秘書監藤原河清。今依使奏。欲遣歸朝。唯恐殘賊未平。道路多難。元度宜取南路先歸復命。即令中謁者謝時和押領元度等向蘇州。与刺史李■平章。造船一隻長八丈。并差押水手官越州浦陽府折衝賞紫金魚袋沈惟岳等九人水
E572,E109,L285,AT_LOCATION,"從四位上藤原朝臣御楯第。宴飮。授御楯正四位上。其室從四位下。藤原惠美朝臣兒從正四位下。
甲子。迎藤原河清使高元度等至自唐國。初元度奉使之日。取渤海道。隨賀正使揚方慶等。往於唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有"
E573,E110,L285,AT_LOCATION,"從四位上藤原朝臣御楯第。宴飮。授御楯正四位上。其室從四位下。藤原惠美朝臣兒從正四位下。
甲子。迎藤原河清使高元度等至自唐國。初元度奉使之日。取渤海道。隨賀正使揚方慶等。往於唐國。事畢欲歸。兵仗樣。甲冑一具。伐刀一口。槍一竿。矢二隻分付元度。又有"
E574,E113,P157,HAS_SUBJECT,"本位外從五位下。
癸巳。授无位藤原朝臣今女從五位下。
乙未。遣唐使第三船到泊肥前國松浦郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。"
E575,E113,L243,AT_LOCATION,"本位外從五位下。
癸巳。授无位藤原朝臣今女從五位下。
乙未。遣唐使第三船到泊肥前國松浦郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。"
E576,P157,L243,TRAVEL,"本位外從五位下。
癸巳。授无位藤原朝臣今女從五位下。
乙未。遣唐使第三船到泊肥前國松浦郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。"
E577,E114,P185,HAS_SUBJECT,郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。
E578,E114,L006,AT_LOCATION,郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。
E579,P185,L006,TRAVEL,郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。
E580,E115,P185,HAS_SUBJECT,上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。臣等請。更加廿三人。持節副使
E581,E115,L170,AT_LOCATION,上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。臣等請。更加廿三人。持節副使
E582,P185,L170,TRAVEL,上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即依式例安置供給。得觀察使兼長史陳少遊處分。属祿山亂。常館彫弊。入京使人。仰限六十人。以來十月十五日。臣等八十五人發州入京。行百餘里。忽據中書門下牒。■節人數。限以廿人。臣等請。更加廿三人。持節副使
E583,E116,L243,AT_LOCATION,"本位外從五位下。
癸巳。授无位藤原朝臣今女從五位下。
乙未。遣唐使第三船到泊肥前國松浦郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即"
E584,E117,L243,AT_LOCATION,"本位外從五位下。
癸巳。授无位藤原朝臣今女從五位下。
乙未。遣唐使第三船到泊肥前國松浦郡橘浦。判官勅旨大丞正六位上兼下総權介小野朝臣滋野上奏言。臣滋野等。去寳龜八年六月廿四日。候風入海。七月三日。与第一船同到揚州海陵縣。八月廿九日。到揚州大都督府。即"
E585,E119,L059,HAS_SUBJECT,他郷。可贈正二位。河清、贈太政大臣房前之第四子也。天平勝宝四年、以参議民部卿、為聘唐大使、天宝十二載、与留学生阿衡、同舟帰朝、海路逢風、漂泊安南。天平宝字三年、遣散位助高元度等於唐国、迎河清。唐朝乱故、元度等久不得朝見勅云。河清、是本国貴族、朕所鍾愛。故且留之、不許放還。待国家寧定、差使発遣。元度等経年不帰、本朝為恠。宜取
E586,E120,L059,HAS_SUBJECT,"後紀卷第十一逸文桓武天皇　日本根子皇統彌照天皇

丁巳。入唐大使贈従二位藤原朝臣河清、銜命先朝、修聘唐国、既而帰舳迷津、漂蕩物故於他郷。可贈正二位。河清、贈太政大臣房前之第四子也。天平勝宝四年、以参議民部卿、為聘唐大使、天宝十二載、与留学生阿衡、同舟帰朝、海路逢風、漂泊安南。天平宝字三年、遣散位助高元度等於唐国、迎河清。唐"
E587,E122,P304,HAS_SUBJECT,使之行。左右建旗。亦有帶仗。行官立旗前後。臣等稽之古例。未見斯儀。禁不之旨。伏請處分者。唯聽帶仗。勿令建旗。又奏曰。往時遣唐使粟田朝臣眞人等發從楚州。到長樂驛。五品舍人宣勅勞問。此時未見拜謝之禮。又新羅朝貢使王子泰廉入京之日。官使宣命。賜以迎馬。客徒斂轡。馬上答謝。但渤海國使。皆悉下馬。再拜舞踏。今領唐客。准據何例者。進退之
E588,E122,L231,AT_LOCATION,使之行。左右建旗。亦有帶仗。行官立旗前後。臣等稽之古例。未見斯儀。禁不之旨。伏請處分者。唯聽帶仗。勿令建旗。又奏曰。往時遣唐使粟田朝臣眞人等發從楚州。到長樂驛。五品舍人宣勅勞問。此時未見拜謝之禮。又新羅朝貢使王子泰廉入京之日。官使宣命。賜以迎馬。客徒斂轡。馬上答謝。但渤海國使。皆悉下馬。再拜舞踏。今領唐客。准據何例者。進退之
E589,P304,L231,PARTICIPATE,使之行。左右建旗。亦有帶仗。行官立旗前後。臣等稽之古例。未見斯儀。禁不之旨。伏請處分者。唯聽帶仗。勿令建旗。又奏曰。往時遣唐使粟田朝臣眞人等發從楚州。到長樂驛。五品舍人宣勅勞問。此時未見拜謝之禮。又新羅朝貢使王子泰廉入京之日。官使宣命。賜以迎馬。客徒斂轡。馬上答謝。但渤海國使。皆悉下馬。再拜舞踏。今領唐客。准據何例者。進退之
E590,E124,P177,HAS_SUBJECT,"末足等自唐國至。
丁巳。授无位久米連形名女從五位下。
戊午。從三位高麗朝臣福信賜姓高倉朝臣。
夏四月己丑。夜暴風雨。折木發屋。
辛夘。領唐客使等奏言。唐使之行。左右建旗。亦有帶仗。行官立旗前後。臣等稽之古例。未見斯"
E591,E124,L232,AT_LOCATION,"末足等自唐國至。
丁巳。授无位久米連形名女從五位下。
戊午。從三位高麗朝臣福信賜姓高倉朝臣。
夏四月己丑。夜暴風雨。折木發屋。
辛夘。領唐客使等奏言。唐使之行。左右建旗。亦有帶仗。行官立旗前後。臣等稽之古例。未見斯"
